order_id,sku,qty,unit_price
1348,A-18,1,22.74
1348,A-18,2,22.1
1348,A-04,1,54.11
1349,A-11,1,14.41
1349,A-17,1,119.15
1350,A-18,1,19.23
1350,A-15,1,99.16
1350,A-05,1,73.54
1351,A-07,1,107.17
1351,A-06,1,11.88
1351,A-09,2,72.17
1352,A-19,1,110.75
1353,A-15,2,98.53
1354,A-07,1,116.02
1355,A-13,1,81.57
1356,A-20,1,112.94
1356,A-19,1,103.2
1356,A-17,1,114.03
1356,A-04,2,54.67
1357,A-13,1,76.23
1357,A-06,1,15.41
1357,A-15,1,95.86
1358,A-12,3,57.64
1359,A-07,1,117.46
1359,A-15,2,100.91
1359,A-15,2,96.12
1360,A-07,3,115.23
1360,A-04,1,55.02
1360,A-20,1,112.94
1361,A-10,1,94.96
1362,A-03,2,24.57
1362,A-08,2,91.21
1362,A-20,2,114.02
1362,A-10,1,97.54
1362,A-13,1,75.44
1363,A-18,1,18.28
1363,A-20,3,115.93
1363,A-18,1,17.99
1363,A-10,2,101.09
1364,A-14,2,98.38
1364,A-04,1,50.71
1365,A-06,2,15.1
1365,A-10,1,97.91
1366,A-09,2,69.85
1366,A-20,1,111.21
1367,A-14,2,104.57
1368,A-12,3,59.06
1368,A-07,1,119.18
1369,A-01,1,38.86
1369,A-08,3,91.39
1369,A-12,2,59.06
1370,A-05,1,76.31
1370,A-07,1,111.31
1370,A-04,1,55.7
1370,A-20,1,115.45
1371,A-02,2,21.76
1372,A-15,1,92.76
1372,A-10,1,98.99
1373,A-09,1,74.88
1373,A-16,1,36.46
1373,A-04,1,52.63
1373,A-16,1,35.94
1374,A-11,1,13.84
1374,A-03,1,20.41
1375,A-12,3,57.43
1375,A-14,1,99.34
1375,A-08,2,92.65
1376,A-17,1,111.89
1376,A-14,1,97.58
1377,A-16,1,38.07
1378,A-11,1,18.25
1378,A-07,1,115.79
1378,A-09,1,71.58
1378,A-04,1,55.3
1378,A-13,1,75.54
1379,A-10,1,105.23
1379,A-19,1,103.62
1380,A-15,2,96.08
1380,A-19,1,107.45
1380,A-18,1,18.01
1381,A-14,1,98.41
1381,A-16,1,32.93
1381,A-19,1,106.07
1382,A-01,1,38.59
1382,A-04,1,55.87
1382,A-18,3,19.69
1383,A-19,1,103.51
1384,A-01,1,37.34
1384,A-07,1,110.65
1384,A-17,1,114.43
1384,A-10,1,101.71
1385,A-06,2,16.51
1385,A-03,1,20.61
1385,A-01,1,40.29
1386,A-02,2,20.32
1387,A-16,1,38.92
1387,A-19,1,107.58
1388,A-07,2,114.36
1388,A-13,1,72.66
1389,A-15,1,97.25
1389,A-06,1,14.87
1389,A-20,1,121.28
1390,A-05,1,76.25
1390,A-04,1,56.2
1390,A-18,2,21.39
1390,A-03,1,20.67
1390,A-17,1,115.25
1391,A-20,1,118.68
1391,A-04,2,56.85
1392,A-12,1,60.72
1392,A-16,1,36.17
1392,A-12,2,64.22
1393,A-14,2,97.26
1393,A-11,1,14.89
1393,A-07,1,109.04
1393,A-10,1,101.48
1394,A-07,2,115.41
1394,A-06,1,14.72
1394,A-18,1,19.09
1395,A-12,2,60.02
1395,A-03,2,23.74
1395,A-08,1,89.05
1395,A-02,1,20.71
1395,A-18,1,18.56
1396,A-03,1,22.15
1396,A-10,1,102.23
1396,A-18,1,18.5
1397,A-14,2,97.13
1398,A-19,1,107.81
1398,A-16,2,38.96
1398,A-12,1,59.49
1398,A-04,2,57.19
1398,A-08,1,95.9
1399,A-16,1,36.57
1399,A-12,1,63.69
1399,A-13,2,76.37
1400,A-20,1,114.53
1400,A-09,1,70.27
1400,A-10,1,99.4
1401,A-16,2,37.23
1401,A-06,1,15.05
1401,A-05,1,76.29
1401,A-04,1,51.43
1402,A-03,1,20.56
1402,A-18,1,19.9
1403,A-18,1,17.12
1403,A-13,1,78.01
1403,A-13,2,80.34
1404,A-13,1,79.59
1404,A-12,2,61.07
1404,A-19,1,109.21
1404,A-14,3,99.83
1405,A-10,2,98.15
1405,A-13,1,77.17
1405,A-14,1,102.51
1405,A-07,3,115.65
1405,A-20,2,113.44
1406,A-03,1,21.67
1407,A-14,1,100.24
1407,A-15,1,90.13
1407,A-06,1,16.1
1407,A-04,2,53.3
1408,A-13,1,78.91
1408,A-09,2,76.4
1408,A-10,1,102.25
1409,A-19,1,109.08
1410,A-15,1,96.43
1411,A-13,1,77.18
1411,A-08,1,94.43
1411,A-17,1,117.2
1411,A-14,2,99.27
1411,A-07,1,109.35
1412,A-09,1,73.3
1412,A-15,1,93.59
1412,A-04,2,54.1
1412,A-13,1,79.09
1413,A-01,1,37.41
1413,A-07,3,109.77
1413,A-01,1,40.24
1413,A-09,1,72.85
1413,A-03,1,24.39
1414,A-07,1,116.22
1414,A-05,1,69.7
1415,A-13,1,77.18
1415,A-19,1,106.55
1415,A-12,1,63.24
1415,A-05,1,70.32
1415,A-06,1,11.72
1416,A-15,2,98.09
1416,A-14,1,100.06
1417,A-06,1,13.52
1417,A-11,1,16.02
1417,A-08,1,88.96
1417,A-07,1,119.1
1417,A-04,2,55.01
1418,A-09,2,70.98
1418,A-20,2,126.93
1418,A-09,2,70.23
1419,A-05,1,71.29
1419,A-11,2,12.84
1419,A-09,1,70.38
1419,A-16,1,37.64
1419,A-09,1,74.4
1420,A-04,1,53.51
1421,A-17,1,114.38
1422,A-15,2,96.5
1422,A-15,1,91.56
1422,A-03,1,19.87
1422,A-19,1,107.86
1422,A-03,2,23.24
1423,A-15,1,91.63
1424,A-15,1,94.98
1425,A-01,3,39.19
1425,A-02,1,23.93
1425,A-19,1,106.51
1425,A-14,3,103.74
1425,A-08,1,93.05
1426,A-07,1,114.71
1427,A-01,1,40.42
1427,A-06,2,13.36
1428,A-15,1,94.3
1428,A-11,1,16.07
1429,A-09,1,70.48
1429,A-17,1,115.56
1429,A-02,1,22.16
1429,A-05,1,70.34
1429,A-16,1,34.72
1430,A-13,1,77.87
1430,A-02,1,21.5
1431,A-03,1,21.6
1431,A-06,2,14.37
1432,A-03,1,20.13
1432,A-07,1,109.36
1433,A-05,2,74.14
1433,A-20,1,110.96
1433,A-13,1,79.92
1434,A-05,1,70.75
1434,A-07,1,115.89
1434,A-02,1,22.17
1434,A-01,1,39.23
1435,A-12,2,57.83
1435,A-03,1,21.29
1435,A-17,1,113.28
1435,A-09,1,76.14
1436,A-02,2,21.63
1436,A-12,2,62.01
1436,A-02,2,18.52
1436,A-16,2,36.79
1436,A-03,1,23.91
1437,A-19,1,104.68
1437,A-17,2,112.18
1437,A-20,1,110.96
1437,A-11,3,13.13
1438,A-15,2,94.56
1438,A-03,1,24.46
1438,A-14,1,102.15
1438,A-15,2,97.98
1438,A-02,1,22.77
1439,A-14,2,96.66
1440,A-16,2,35.98
1441,A-20,1,119.78
1441,A-11,2,14.34
1441,A-01,1,39.14
1441,A-05,2,72.3
1441,A-13,1,76.69
1442,A-10,1,98.53
1442,A-20,1,116.37
1442,A-20,1,116.42
1442,A-13,3,82.87
1443,A-20,1,117.25
1443,A-16,1,39.24
1443,A-02,1,21.29
1443,A-20,1,115.66
1444,A-09,1,74.96
1444,A-08,1,92.13
1444,A-02,1,20.9
1444,A-16,1,35.69
1444,A-13,1,79.99
1445,A-06,1,15.3
1445,A-16,2,33.42
1445,A-08,1,92.33
1445,A-06,1,13.51
1445,A-10,2,96.53
1446,A-08,2,94.82
1446,A-17,1,113.98
1446,A-09,2,72.73
1446,A-20,1,114.98
1446,A-13,2,77.39
1447,A-14,1,106.05
1447,A-14,1,103.8
1447,A-08,2,92.72
1447,A-05,1,75.71
1448,A-08,1,88.62
1448,A-03,2,22.73
1448,A-18,2,19.91
1448,A-03,2,21.78
1448,A-13,2,77.68
1449,A-06,1,15.54
1449,A-06,1,12.51
1449,A-12,2,59.16
1449,A-15,1,95.31
1450,A-12,1,64.41
1451,A-04,1,56.98
1451,A-20,1,121.71
1451,A-18,3,20.61
1451,A-19,2,107.96
1451,A-16,1,36.81
1452,A-12,1,58.31
1453,A-12,2,63.08
1453,A-16,1,36.89
1453,A-05,1,72.6
1454,A-12,2,61.61
1454,A-13,1,76.42
1454,A-04,2,54.15
1455,A-08,1,94.61
1455,A-08,2,91.0
1455,A-01,1,39.61
1455,A-02,2,22.18
1455,A-12,1,56.91
1456,A-02,1,22.33
1456,A-07,1,110.9
1456,A-06,2,12.56
1456,A-05,1,76.58
1456,A-04,3,56.83
1457,A-17,1,114.85
1458,A-17,1,118.66
1458,A-04,1,57.41
1458,A-15,1,89.16
1459,A-07,1,115.77
1459,A-08,1,97.52
1459,A-13,2,78.76
1459,A-11,2,13.99
1459,A-09,1,70.77
1460,A-04,1,53.7
1460,A-16,1,38.1
1460,A-12,2,57.89
1460,A-13,1,71.91
1460,A-17,1,115.87
1461,A-01,1,38.75
1461,A-06,1,14.08
1461,A-14,2,100.61
1461,A-17,1,112.19
1461,A-19,2,99.51
1462,A-02,2,21.28
1462,A-04,1,53.2
1463,A-09,2,70.68
1463,A-20,1,118.32
1463,A-10,1,102.36
1464,A-18,1,21.31
1464,A-02,3,18.6
1464,A-16,1,37.15
1464,A-12,1,62.19
1464,A-09,1,73.75
1465,A-06,1,14.42
1465,A-14,2,101.54
1466,A-16,2,37.65
1466,A-16,1,36.57
1466,A-08,2,93.53
1466,A-07,1,109.73
1467,A-07,1,113.17
1467,A-02,1,21.76
1467,A-16,2,37.41
1468,A-18,1,19.71
1468,A-03,1,22.33
1468,A-01,1,37.97
1468,A-15,1,94.77
1468,A-13,2,79.98
1469,A-04,1,54.83
1469,A-02,1,22.36
1469,A-06,2,13.97
1469,A-03,1,19.81
1470,A-12,1,59.75
1470,A-07,1,116.51
1471,A-19,2,112.05
1471,A-08,1,93.9
1471,A-12,1,60.37
1471,A-15,3,100.17
1472,A-17,2,108.18
1472,A-17,2,115.0
1472,A-04,2,52.28
1472,A-05,1,72.25
1473,A-10,1,103.83
1473,A-10,2,94.94
1473,A-05,1,71.1
1473,A-10,1,106.37
1474,A-02,1,24.59
1474,A-10,1,96.84
1474,A-20,1,118.81
1474,A-01,1,37.65
1475,A-14,3,100.72
1475,A-08,2,91.13
1475,A-17,1,114.14
1476,A-04,1,56.44
1476,A-07,1,120.62
1476,A-14,2,98.92
1476,A-05,1,72.57
1476,A-11,2,14.56
1477,A-05,1,73.46
1477,A-09,1,72.31
1477,A-13,1,80.3
1477,A-01,2,37.29
1477,A-15,1,95.47
1478,A-15,1,95.2
1478,A-07,1,116.68
1479,A-03,1,22.92
1479,A-19,2,100.69
1480,A-19,1,100.57
1480,A-11,2,13.76
1480,A-16,1,33.35
1481,A-04,1,55.94
1481,A-11,1,13.41
1481,A-19,1,104.54
1481,A-11,2,13.53
1481,A-12,1,60.55
1482,A-12,2,57.79
1482,A-16,1,36.92
1482,A-18,1,18.4
1482,A-13,1,75.58
1483,A-08,2,89.89
1483,A-15,3,98.73
1483,A-15,1,97.46
1484,A-03,1,21.3
1484,A-10,2,101.26
1484,A-15,3,99.15
1485,A-14,1,106.58
1485,A-18,1,19.72
1486,A-09,1,72.13
1486,A-04,2,53.5
1486,A-04,2,55.92
1486,A-16,2,39.07
1486,A-17,1,113.42
1487,A-01,2,36.79
1487,A-16,2,37.22
1488,A-04,1,55.27
1488,A-01,2,41.59
1488,A-04,1,54.83
1488,A-01,1,37.96
1489,A-04,2,55.61
1489,A-05,1,73.96
1489,A-06,1,15.51
1490,A-08,1,89.43
1491,A-05,1,75.0
1491,A-18,1,17.55
1492,A-11,1,11.95
1493,A-05,1,73.96
1494,A-06,1,14.36
1494,A-14,2,100.08
1495,A-16,2,38.39
1495,A-11,1,11.95
1495,A-04,1,52.01
1496,A-09,2,72.92
1497,A-10,1,99.66
1498,A-06,1,15.12
1498,A-19,1,107.53
1498,A-18,2,20.52
1499,A-18,1,17.71
1499,A-13,1,76.29
1499,A-04,2,54.98
1500,A-13,1,79.28
1500,A-10,1,97.53
1500,A-18,1,19.27
1501,A-10,1,99.52
1501,A-03,1,21.93
1501,A-03,1,20.66
1502,A-04,1,55.81
1502,A-06,1,13.8
1502,A-12,2,60.19
1502,A-20,1,115.93
1502,A-17,1,108.04
1503,A-16,2,38.98
1503,A-20,1,118.45
1503,A-02,2,19.11
1503,A-05,1,73.18
1503,A-18,1,17.55
1504,A-13,1,78.09
1504,A-15,1,95.69
1504,A-12,1,58.75
1504,A-09,2,72.01
1505,A-17,2,117.84
1505,A-01,3,39.0
1505,A-18,2,19.34
1505,A-10,1,102.96
1505,A-04,1,55.93
1506,A-06,3,14.79
1506,A-11,2,13.38
1506,A-16,1,36.39
1506,A-05,1,76.21
1507,A-15,1,96.42
1507,A-17,1,113.28
1507,A-14,1,93.45
1508,A-13,1,77.31
1508,A-06,1,13.09
1508,A-05,1,74.89
1508,A-17,1,113.42
1508,A-07,1,113.37
1509,A-11,2,13.47
1509,A-13,1,77.15
1509,A-16,2,34.81
1509,A-18,1,16.87
1510,A-15,3,92.38
1510,A-07,1,117.57
1510,A-13,3,75.54
1510,A-12,1,58.55
1511,A-19,1,103.38
1512,A-07,1,116.25
1513,A-05,2,71.98
1513,A-10,1,97.25
1514,A-02,2,23.4
1514,A-05,1,77.75
1515,A-15,1,95.23
1515,A-20,1,120.7
1515,A-08,2,87.64
1515,A-17,1,111.98
1515,A-12,1,61.98
1516,A-01,1,40.96
1516,A-12,2,58.16
1517,A-03,1,21.88
1517,A-16,1,35.02
1518,A-10,2,97.89
1518,A-02,2,22.21
1518,A-08,1,91.96
1518,A-06,2,15.61
1518,A-16,1,33.5
1519,A-04,1,54.52
1519,A-19,1,105.31
1520,A-11,2,15.93
1520,A-01,2,37.81
1520,A-02,1,22.41
1520,A-17,1,118.11
1520,A-05,1,72.04
1521,A-19,2,105.23
1521,A-14,1,98.77
1521,A-16,2,37.32
1522,A-03,2,21.32
1522,A-05,1,72.67
1523,A-08,1,91.71
1524,A-06,3,14.79
1524,A-02,1,18.55
1524,A-03,3,25.27
1524,A-17,2,112.51
1525,A-07,2,107.6
1525,A-03,1,23.01
1526,A-17,2,116.48
1527,A-06,1,15.33
1527,A-13,1,80.8
1527,A-19,2,99.85
1528,A-07,1,111.82
1528,A-20,2,117.32
1528,A-18,1,19.23
1529,A-01,1,39.9
1529,A-17,1,112.38
1529,A-03,1,24.14
1530,A-04,2,53.66
1530,A-19,2,107.74
1530,A-11,2,12.68
1530,A-01,1,38.35
1531,A-14,1,96.3
1532,A-17,1,114.0
1533,A-13,1,75.83
1533,A-18,1,17.99
1534,A-12,1,61.63
1534,A-14,1,103.01
1534,A-13,3,76.3
1535,A-04,2,55.66
1535,A-12,1,59.39
1535,A-11,2,16.0
1535,A-03,1,20.34
1536,A-12,1,62.74
1536,A-12,2,60.9
1536,A-16,2,37.15
1536,A-10,1,103.75
1537,A-04,1,53.69
1537,A-06,1,14.56
1537,A-12,2,58.76
1538,A-09,2,74.81
1538,A-12,1,58.96
1538,A-09,2,72.09
1539,A-11,1,11.62
1540,A-19,3,110.83
1540,A-07,1,108.2
1540,A-18,1,19.86
1540,A-08,1,92.3
1540,A-14,2,99.08
1541,A-20,1,116.67
1542,A-13,1,79.21
1542,A-09,1,72.74
1543,A-04,2,54.71
1543,A-01,1,39.79
1543,A-14,1,97.08
1544,A-04,1,53.36
1544,A-18,1,20.32
1544,A-11,2,13.66
1544,A-04,1,51.84
1544,A-14,1,100.34
1545,A-10,2,94.58
1545,A-16,1,38.94
1545,A-15,1,97.49
1545,A-19,1,102.59
1545,A-20,2,114.62
1546,A-15,2,98.5
1546,A-14,2,102.04
1546,A-20,1,118.52
1547,A-18,3,19.46
1547,A-07,2,110.89
1547,A-09,1,72.71
1548,A-06,2,13.08
1548,A-05,3,75.34
1548,A-05,1,76.43
1548,A-01,1,40.53
1548,A-09,1,70.8
1549,A-19,1,103.94
1550,A-11,2,13.11
1551,A-17,1,115.16
1551,A-08,1,91.35
1552,A-20,1,118.76
1552,A-07,2,115.94
1552,A-16,1,38.3
1552,A-16,2,38.61
1552,A-12,1,59.73
1553,A-12,2,59.44
1553,A-06,1,15.23
1553,A-03,1,22.01
1554,A-02,1,21.41
1554,A-14,1,98.95
1554,A-12,2,62.7
1555,A-03,1,24.62
1555,A-16,3,35.88
1556,A-13,1,76.7
1557,A-14,1,97.86
1557,A-17,1,109.18
1557,A-12,1,60.9
1557,A-20,2,106.72
1557,A-13,1,75.86
1558,A-11,1,13.45
1558,A-10,1,98.45
1558,A-05,1,79.48
1558,A-09,1,76.17
1559,A-14,1,101.86
1559,A-05,1,74.94
1560,A-03,2,23.14
1560,A-02,3,19.38
1561,A-07,1,117.46
1561,A-07,1,119.92
1561,A-17,1,112.38
1561,A-19,1,107.54
1562,A-06,1,14.44
1562,A-17,1,116.97
1562,A-17,1,116.1
1562,A-14,2,101.53
1562,A-18,1,19.04
1563,A-16,2,36.92
1563,A-11,1,11.08
1563,A-04,1,54.16
1563,A-17,1,112.38
1564,A-08,2,92.67
1564,A-07,2,115.65
1565,A-17,3,115.3
1566,A-19,1,106.16
1566,A-11,2,14.31
1567,A-12,1,61.83
1568,A-08,1,91.36
1568,A-11,2,16.26
1569,A-20,2,116.93
1569,A-04,2,56.17
1569,A-02,1,23.83
1569,A-13,1,79.39
1569,A-16,1,37.39
1570,A-15,2,96.68
1570,A-19,1,102.91
1570,A-13,1,75.94
1571,A-15,1,100.73
1571,A-01,1,40.16
1571,A-02,1,23.76
1572,A-20,1,119.4
1572,A-19,2,102.23
1573,A-09,1,69.58
1573,A-14,1,97.07
1573,A-20,1,113.45
1573,A-01,1,35.21
1574,A-15,1,94.2
1574,A-20,1,116.41
1574,A-09,1,76.57
1574,A-03,1,22.78
1575,A-08,1,89.52
1575,A-02,1,20.19
1575,A-01,1,42.0
1575,A-16,1,35.32
1575,A-07,1,112.5
1576,A-20,2,116.03
1577,A-08,2,90.71
1577,A-05,2,76.04
1577,A-12,1,59.95
1577,A-13,2,75.6
1577,A-20,1,113.34
1578,A-16,1,38.89
1578,A-16,2,36.57
1578,A-03,1,21.63
1578,A-17,2,113.27
1579,A-02,1,23.38
1580,A-09,1,66.34
1580,A-09,1,76.65
1580,A-13,2,74.9
1581,A-16,1,39.09
1581,A-07,1,108.59
1581,A-10,2,100.09
1582,A-13,1,77.62
1583,A-04,2,54.64
1584,A-19,1,102.94
1584,A-19,1,104.9
1584,A-18,3,20.99
1584,A-19,2,109.84
1585,A-20,2,119.6
1585,A-17,2,108.88
1585,A-06,2,14.28
1585,A-15,1,92.37
1585,A-08,2,89.66
1586,A-02,1,19.31
1586,A-09,1,69.21
1586,A-17,1,114.85
1586,A-18,1,19.23
1586,A-13,1,76.8
1587,A-10,2,100.13
1587,A-12,1,60.51
1587,A-11,1,13.39
1587,A-04,2,54.44
1588,A-12,1,60.71
1588,A-10,2,98.66
1588,A-02,1,20.62
1588,A-09,1,76.46
1588,A-02,2,21.69
1589,A-03,1,24.1
1589,A-12,1,58.94
1589,A-05,2,73.44
1589,A-09,1,76.41
1590,A-20,1,117.97
1590,A-17,3,117.69
1590,A-10,1,102.67
1591,A-08,1,95.11
1592,A-14,1,99.75
1592,A-11,3,17.26
1592,A-06,2,13.63
1592,A-11,2,14.02
1593,A-03,2,19.89
1593,A-06,2,13.24
1593,A-02,1,22.4
1594,A-08,1,91.42
1594,A-12,2,62.24
1595,A-06,1,13.75
1596,A-01,1,40.31
1596,A-15,1,90.78
1597,A-19,1,103.37
1597,A-15,1,97.79
1598,A-09,2,71.35
1598,A-04,2,50.18
1599,A-16,1,38.3
1599,A-04,1,53.49
1600,A-03,1,24.23
1601,A-07,2,115.37
1601,A-19,1,109.32
1601,A-07,1,111.57
1601,A-03,1,19.98
1602,A-06,1,16.19
1603,A-03,1,24.46
1603,A-11,2,14.31
1603,A-15,2,92.21
1603,A-03,2,23.71
1604,A-15,1,94.73
1604,A-03,2,24.48
1604,A-16,2,35.36
1604,A-12,1,56.85
1604,A-05,1,70.2
1605,A-02,1,23.93
1606,A-11,1,14.5
1606,A-18,3,20.92
1607,A-20,1,117.49
1608,A-15,1,91.23
1608,A-04,1,53.47
1608,A-06,1,15.26
1608,A-03,1,23.4
1609,A-05,3,74.53
1609,A-04,2,53.62
1609,A-04,1,57.18
1609,A-13,1,73.96
1610,A-07,1,117.08
1610,A-14,1,95.6
1610,A-09,2,74.04
1611,A-10,1,101.03
1611,A-02,1,19.86
1612,A-05,2,72.6
1612,A-14,1,97.12
1612,A-05,1,73.75
1612,A-09,1,75.56
1612,A-08,2,90.95
1613,A-17,1,114.11
1613,A-19,1,108.92
1613,A-16,1,37.98
1614,A-11,1,14.81
1615,A-18,1,19.93
1615,A-10,1,96.89
1615,A-19,1,106.84
1615,A-20,1,113.64
1615,A-17,2,117.06
1616,A-09,1,72.27
1616,A-14,1,106.95
1616,A-16,1,38.18
1616,A-17,1,116.69
1616,A-13,2,77.02
1617,A-03,1,23.97
1617,A-03,2,24.09
1618,A-20,2,117.48
1618,A-16,1,38.7
1619,A-11,2,14.75
1619,A-16,2,37.69
1619,A-20,2,116.27
1619,A-17,1,112.43
1620,A-19,1,101.87
1620,A-07,2,113.22
1620,A-04,1,54.2
1620,A-12,1,60.08
1621,A-09,1,72.47
1621,A-15,1,91.2
1621,A-13,1,77.05
1621,A-16,1,39.89
1622,A-16,1,35.85
1622,A-06,2,12.41
1622,A-20,1,116.37
1622,A-01,1,39.0
1623,A-19,2,108.98
1623,A-05,2,78.34
1623,A-03,1,23.85
1623,A-09,1,71.23
1624,A-13,1,76.08
1625,A-11,1,15.82
1625,A-14,2,96.55
1626,A-09,1,74.16
1626,A-05,2,73.55
1626,A-05,1,72.48
1627,A-08,1,88.91
1627,A-16,1,38.49
1628,A-18,1,17.81
1628,A-14,1,101.49
1628,A-15,1,94.77
1628,A-15,2,92.71
1629,A-18,2,20.64
1630,A-16,1,38.38
1631,A-19,1,102.06
1631,A-18,1,19.29
1631,A-05,1,75.64
1631,A-02,1,18.89
1632,A-14,2,101.25
1632,A-10,1,96.45
1632,A-17,1,115.91
1632,A-14,1,95.3
1632,A-02,2,21.11
1633,A-20,1,115.26
1634,A-12,1,62.68
1634,A-07,1,109.86
1634,A-08,2,90.77
1634,A-07,1,108.51
1635,A-18,2,18.48
1635,A-10,2,98.49
1635,A-02,1,22.09
1635,A-02,1,21.23
1635,A-14,2,98.52
1636,A-03,1,20.5
1636,A-17,2,116.99
1637,A-18,1,19.45
1637,A-14,1,102.08
1638,A-14,1,99.58
1638,A-01,2,39.46
1639,A-01,1,40.56
1640,A-11,2,13.65
1640,A-18,1,18.31
1640,A-19,1,103.76
1640,A-13,2,77.81
1641,A-08,1,87.57
1641,A-19,1,108.47
1641,A-06,1,12.84
1641,A-12,2,61.59
1641,A-07,1,110.23
1642,A-14,2,97.75
1642,A-19,1,102.86
1642,A-17,1,113.2
1642,A-14,2,100.46
1642,A-08,1,90.95
1643,A-16,1,37.68
1643,A-20,1,109.68
1643,A-13,1,77.0
1643,A-12,2,57.53
1643,A-10,2,102.19
1644,A-09,2,70.19
1644,A-05,2,74.8
1645,A-14,1,100.67
1645,A-05,2,74.79
1645,A-17,1,111.46
1645,A-06,1,12.98
1646,A-05,2,74.91
1646,A-11,2,16.77
1646,A-03,2,21.94
1646,A-03,1,20.38
1647,A-19,1,107.29
1647,A-04,1,56.51
1648,A-13,2,73.85
1649,A-15,2,95.5
1649,A-03,1,19.44
1649,A-05,2,76.38
1649,A-18,1,21.24
1649,A-14,1,99.02
1650,A-20,2,120.72
1650,A-16,1,36.83
1650,A-07,1,111.09
1650,A-07,2,112.0
1650,A-18,1,16.15
1651,A-12,1,62.25
1652,A-10,1,100.76
1653,A-18,3,21.75
1653,A-16,3,38.15
1654,A-19,1,108.43
1654,A-13,3,77.17
1654,A-12,1,58.39
1655,A-03,1,23.59
1655,A-12,1,58.24
1655,A-19,1,108.37
1655,A-19,1,107.16
1656,A-01,1,38.5
1656,A-09,1,70.8
1656,A-17,1,115.28
1656,A-10,1,103.69
1657,A-09,1,75.36
1657,A-12,1,59.32
1657,A-08,1,93.69
1657,A-05,1,78.48
1657,A-11,1,13.43
1658,A-18,1,22.52
1658,A-12,1,58.76
1659,A-20,2,119.03
1659,A-03,1,22.49
1659,A-08,2,91.31
1659,A-08,1,88.71
1660,A-11,2,12.31
1660,A-18,3,17.38
1660,A-03,1,21.22
1661,A-11,2,15.94
1661,A-19,1,106.23
1661,A-01,1,35.78
1661,A-05,2,73.01
1662,A-18,2,18.64
1662,A-06,2,12.41
1663,A-17,2,117.12
1663,A-04,1,53.07
1663,A-14,2,94.92
1664,A-08,1,93.35
1664,A-04,1,56.04
1665,A-08,1,90.09
1665,A-09,2,73.81
1665,A-15,2,94.52
1666,A-07,2,114.38
1666,A-06,1,18.85
1666,A-19,1,105.01
1667,A-15,2,94.21
1667,A-07,2,114.78
1668,A-13,2,77.93
1668,A-15,1,93.55
1669,A-02,1,21.82
1669,A-04,1,54.61
1669,A-01,1,41.89
1670,A-13,2,77.79
1670,A-12,1,60.87
1670,A-12,2,60.54
1671,A-09,1,75.6
1671,A-02,1,20.6
1671,A-07,2,114.73
1671,A-09,2,74.85
1672,A-10,1,100.63
1672,A-04,1,53.4
1673,A-06,2,13.86
1674,A-15,1,96.28
1674,A-18,1,18.95
1674,A-18,1,19.74
1674,A-06,1,11.45
1674,A-02,1,21.81
1675,A-03,1,22.06
1675,A-13,1,74.53
1675,A-15,2,87.85
1675,A-14,1,102.54
1676,A-12,1,61.75
1677,A-15,1,94.72
1677,A-19,3,104.34
1677,A-20,1,122.83
1678,A-10,1,96.7
1678,A-18,1,19.2
1678,A-01,1,38.4
1678,A-16,2,36.94
1679,A-05,1,75.22
1679,A-04,1,55.26
1679,A-15,1,97.43
1679,A-12,2,55.16
1679,A-19,2,106.41
1680,A-03,1,21.68
1680,A-10,2,97.62
1680,A-06,2,13.72
1681,A-19,1,112.06
1681,A-07,1,117.09
1681,A-09,1,71.8
1681,A-16,2,37.64
1682,A-04,1,53.09
1683,A-03,1,21.12
1683,A-10,2,100.18
1683,A-08,2,92.24
1683,A-06,2,14.77
1684,A-11,1,15.01
1684,A-16,1,35.09
1684,A-09,1,70.0
1684,A-15,1,92.95
1685,A-09,1,72.82
1685,A-12,1,58.77
1686,A-11,1,15.95
1686,A-05,2,74.46
1686,A-18,3,19.27
1686,A-15,1,94.58
1687,A-16,1,36.09
1687,A-12,1,61.34
1687,A-20,1,119.17
1687,A-18,1,19.12
1687,A-02,1,21.48
1688,A-08,1,89.21
1688,A-13,1,73.81
1688,A-08,2,89.56
1688,A-19,2,104.14
1689,A-11,1,14.31
1689,A-18,1,21.24
1689,A-03,1,20.62
1689,A-06,1,14.12
1689,A-03,1,22.88
1690,A-11,2,14.73
1691,A-08,1,91.49
1692,A-08,1,96.46
1692,A-17,2,111.65
1692,A-19,2,103.47
1693,A-16,2,36.17
1693,A-12,1,59.51
1694,A-15,2,98.15
1694,A-03,1,21.31
1694,A-07,2,106.44
1695,A-02,1,19.87
1695,A-08,2,91.5
1695,A-11,1,12.19
1695,A-18,1,18.85
1695,A-13,1,76.61
1696,A-16,2,37.13
1696,A-08,1,86.08
1696,A-10,2,98.3
1696,A-08,1,87.81
1696,A-09,1,73.4
1697,A-02,1,20.02
1698,A-01,2,38.86
1698,A-16,1,34.14
1698,A-04,1,55.82
1699,A-16,1,38.18
1699,A-10,1,102.2
1699,A-08,1,95.1
1700,A-05,1,73.03
1700,A-01,1,38.54
1700,A-10,1,101.16
1700,A-17,2,115.01
1700,A-04,2,57.22
1701,A-04,1,54.97
1701,A-15,1,92.69
1702,A-08,2,93.87
1703,A-12,1,58.7
1703,A-20,2,111.27
1704,A-02,1,21.22
1704,A-02,2,21.27
1704,A-17,1,107.04
1704,A-10,2,100.21
